"id"	"main"	"main_text"	"topic"
1490	1	"대선토론회에선 저응이당이 있습니다...   항상 5가량 표를 먹고 들어갔고   본인들 몸집을 늘리기 위해 토론회에서 지속적으로 젠더이슈 던져댈겁니다      (아예 페미당 후보가 나올수도 있는데 군소후보 토론회에서 허경영이랑 쎄쎄쎄 하다가 집에 가실거라 이건 크게 문제될게 없죠)      참모진이 잘 대처해야할텐데 당내 목소리 보면 조금 걱정됩니다               더 골치아픈건 정의당과 단일화 이슈가 나올때의 상황이죠   이건 정말 생각조차 하기 싫습니다..."	"Topic1"
1494	1	"이준석 맞수는 이 사람인데   이준석과도 토론 몇번 했던거 같네요.   문재인 대통령 퇴임하시면    청와대 같이 나올듯하네요."	"Topic1"
1536	1	"지난주 목요일 NBS에서는 대통령 국정수행 지지율38   금요일 한국갤럽에서는 29   오늘 리얼미터는 33    또 오늘 KSOI 조사에서는 39정도   정당지지율 경우에는 국민의힘이 오늘 리얼미터에서 37고 민주당은 28정도인데   다른 여론조사에서는 민주당이 국민의힘보다 소폭 앞섰다는   유독 리얼미터가 튀네요."	"Topic1"
1571	1	"(리얼미터)      민주당 지지율도 文정부 출범 이후 최저치      httpsnews.v.daum.netv      국민의힘 37.3 민주당 27.8               (리서치뷰)   대통령 35   국민의힘 35 민주 33"	"Topic1"
1668	1	"박원순에대한 저 민주여성계반응보면 압니다.   지들의 지지기반인 메갈워마드반응보면 알고요.      그때가서 정춘숙 권인숙 진선미 남윤인순같은애들이 민주당 살려보겠다고 할까요   시대정신이 민주당을 버렸다하겠죠.      핑계도 포장하기 좋은거있네요.   여성인권을 위해 민주당동지들과 아픈결별을 해야할것같다.      아니 당장에 문재인 노무현처럼 죽으라던 시위를 긍정해주고(정춘숙)   벌써부터 페미니즘논란붙자 조국탓 추미애탓하고 자빠졌는데 아직도 걔들이 동지로 보여요   정영애여성가족부장관 지들 여성가족부폐지여론 확산되니 아주 자연스럽게 보건복지부는 백신확보못한다고 가짜뉴스인용해 까는데 같은편으로 보여요   걔들이 민주당이 어떻게되면 어떤스탠스를 취하는지 딱 보여준게 박성민이 최고위짤리면서 한 인터뷰에요."	"Topic1"
1831	1	"다들 당 대표만 바라보고 있더군요.      뭐 딱히 특별한 행동을 한것도 아니고 이전 대표들이 한만큼 했을 뿐인데       다들 이런 저런 의미 붙이기에 여념이 없었습니다.       그나마 오늘 나온 이야기 중엔  괜찮은 이야기도 있었습니다.      아니 귀가 기울여질만한 이야기라고 할까요         그건 최고위원 1등 김용민과 2등 강병원의 말이었습니다.       최고위원 회의에선 강병원 의원이 해줬고 언론 인터뷰로는 김용민 의원의 말이 들을만 했습니다.       강병원 의원의 주요 주장은 어설프게 종부세 건들 생각하지마라 였다고 봐도 무방했습니다.       김용민 의원의 말은 권리당원은 민심과 크게 다르지 않았고 조직적으로 움직일 수 있는 대의원과는 많이 달랐다.      당원들의 말이 민심이기에 더 주의깊게 들어야만 한다였습니다.       그리고 그 당원들이 1등으로 자신을 뽑은 것은 개혁을 원해서다.       그러니 개혁을 제대로 해야 된다.      이런 말이 핵심이었지요.          자세한 내용은 직접 영상을 보시는 것을 추천합니다.      참고로 김용민 의원 영상은 정지 영상이라 오디오만 듣는다 생각하시고 들으셔야 됩니다."	"Topic1"
1837	1	"와….      더라이브에 이준석 나왔는데      방금 장경태랑 밥먹고 왔다고 하네요      아..      경태의원님..이준석 만나지마요."	"Topic1"
1960	1	"나경원 국민의힘 당대표 여론조사서 1위      18시간전 | 한국경제 | 다음뉴스   성상훈 기자         일반 국민 대상 여론조사서 1위국민의힘 지지자 대상 여론조사서도 1위         나경원    전 의원       나경원 전 미래통합당(현 국민의힘) 의원이       국민의힘    차기 당대표 적합도 조사에서       1위를 차지했다.       .....      httpssearch.daum.netsearchnil_suggestbtn&wnews&DSBC&clustery&qEB8298EB2BDEC9B90      이제...      국민의힘은...   ....나경원..대표체제로..."	"Topic1"
2013	1	"현 서울시장이 잠실 쪽 재건축을 미룬다 해도 지지율이 떨어지지는 않는 걸로 보아   원인이 꼭 무조건 부동산에 있는 건 아닌 것 같기도 합니다.    최근 2030 커뮤 중심의 이준석 지지현상이나 지지율만 봐도   오히려 페미 쪽이 부동산 쪽보다 훨씬 강해보이네요.   특히 요새 10대는 20대보다 더 매운 맛이라고 하는 징조가 여기저기서 보이니   이 부분에 대한 공략이 필요해 보입니다."	"Topic1"
2358	1	"이른바 ‘이대남’(20대 남성)인 박인규 씨는 “민주당은 ‘조국 사태’에 대해 국민에게 사과했느냐”며 “짧은 사과도 어려우냐”고 반문했다. 이어 “송영길 대표도 20대 아들에게 의견을 듣던데 (각 의원실의) 인턴 비서라도 붙잡고 허위 인턴활동과 표창장으로 대학 간 사람이 있는지 물어보라”고 성토했다. 박 씨는 방송인 김어준 씨에 대해서도 “출연료 편향성 문제에도 불구하고 김어준은 성역이냐”고 물었다.이기웅 씨는 “윤미향 의원 문제 조국 사태 등을 거치면서 만약 코로나19가 아니었다면 민주당을 향해 촛불을 들었을 것”이라고 했다. 20대 여성인 곽지후 씨는 민주당을 향해 “(박원순 전 서울시장) 분향소를 설치할 생각 대신 민주당이 책임을 지고 사과를 했더라면 (4·7 재·보궐선거) 결과는 달라졌을 것”이라고 지적했다.   20대 유권자들의 거침없는 지적에 초선 의원들은 “실망시켜서 죄송하다”(이소영 의원)며 잔뜩 몸을 낮췄다. 더민초 운영위원장인 고영인 의원은 “오늘 나온 의견들을 정리해 청년들에게 반드시 답을 하겠다”고 약속했다.         빙산의 일각만 보고 그게 전부인줄 착각하지 마세요.   저런 사람들이 20대라니... 20대로서 부끄럽네요."	"Topic1"
2374	1	"경선 과정에서 중도층에게 깔끔하고 단백한 모습을 보여주는 것과 경선 이후에 대선 승리를 위해 당이 하나 되어 뭉치는 단결된 모습을 보여주기 어려워 보입니다.       지금 지지율 순으로 이재명이낙연정세균 세명의 후보가 달리고 있습니다.    여기에 추가로 친문 계파(이동형이 주류 김용민이 당권파라 부르는 계파)에서 제4의 후보로 개인 자산이 많은 정치인이 대선 경선을 준비 중이라고 합니다.       또한 지지율에서 앞서 나가고 있는 이재명을 견제할 목적으로 경선을 12월로 연기할 가능성도 높아 보입니다.    대선 본선 3달 전에 경선을 치루자는 겁니다.       2012년 대선에서 패배한 민주당은 복기를 했고 주 원인 중 하나가 야권 후보의 지연 등판 vs. 여권 후보의 조기 등판이었습니다.   (당시 안철수의 몽니로 인해 야권 후보 선출이 지연됐습니다)      이 경험을 바탕으로 민주당은 조기에 대선 후보를 뽑는 방향으로 당헌당규를 개정했습니다.    하지만 2022년 1회에 한해서 이 당헌당규를 무시 혹은 우회해서 경선을 34개월 연기하자는 건 그 기간 동안 각자 자기 계파를 올려보겠다는 속셈이겠죠.    이렇게 무리하면서까지 각자 자기 계파를 본선에 올리려고 혈안이 되어 있습니다.    경선 기간 동안의 잡음으로 인한 이미지 훼손은 둘째 치고 본선 후보 선출 뒤에 당이 하나 되어 대선을 치를 수 있을지 의문입니다.       2012년 대선 당시 민주당 의원들이 했다는 말   “문재인이 나한테 밥이라도 한끼 사줬어 내가 왜 도와줘야 하는데” 가 2022년에도 반복될 것 같네요."	"Topic1"
2376	1	"그런데 대선 후보들 다죽여 놔서 걔 밖에 없네요.   조국도 추미애도 다른 잠룡들도 검찰이 다죽여놨죠.   이제 이재명이 문재인 대통령의 개혁을 이어 받겠다는 의지만 보여주면 됩니다.   그럴 생각이 있다면 그전의 어떤 실수라도 넘어갈듯합니다.   시대의 의지란게 참으로 신기하네요.   그리고 이번 대선 넘어가면 결국 일본꼴 납니다.   원래 외계인이 침공하면 힘을 합쳐야하는 법이죠.   그리고  정치는 결국 한걸음을 위한 인내인거 같네요. 민주당내 대선 경선 돌아가는 상황보고 화딱지나서 씁니다."	"Topic1"
2378	1	"이 지경까지 왔을까요..   180석과 대통령을 선출해준 걸로 모자라 국민이 더 뭘 할 수 있을까 싶네요.   문재인 대통령님 대표시절 사쿠라들 다 나가버리고 좋은 인재로 물갈이 되었다 생각했는데 그때만큼 썩은물이 된 듯.   진보진영인 만큼 자기정치하는 썩은 부류들 잘라버리고 계속 나아가길."	"Topic1"
2381	1	"개혁에 대한 의지 선명성   추미애 법무장관 때 윤석렬과의 대결구도로 이미지가 망가졌다고 보는 분들도 계시던데   저는 그 반대 입니다.   이를 통해 개혁의 대상과 타협하지 않겠다는 의지를 분명히 볼 수 있었다고 저는 생각합니다.   당연히 극우지들은 추미애 장관을 물고씹었고 일부 당내 인사들도 그에 동조했지요.      문재인 대통령의 적폐청산 개혁의지를 이어 받는다는 관점에서 봤을 때에도 추미애 보다 그 의지를 더 선명하게 보인 사람은   많지 않을 것입니다         구도   전략가들이 보는 구도의 측면에서 볼때에도   저들이 호남당이라고 비아냥 거리던 민주당이 PT에서 이미 노무현 문재인이라는 인물이 나왔고   추미애가 대권후보가 되면 드디어 민주당 간판으로 TK대선 후보를 내미는 것이지 구도면에서도 좋다고 봅니다.   그녀의 결혼 스토리 역시 감동이었고요.         청와대에는 당선자만 들어가는게 아니라 그 배우자도 함께 들어간다는 것도 참고해야겠지요.   그것이 갖는 의미  대선과정에서 영향력 공격까지 생각해야 할 것입니다.            페미박근혜   나아가 극우페미들도 찍소리 못할테고   당선되었을 시 첫 여성 대통령이었던 박근혜와 모든 것이 비교될 것입니다.   그 비교야 하면할수록 박근혜가 초라해지겠지요.         청렴성   그녀의 청렴함은 삼성이 이미 증명해준 바 있었고요.               지역주의 타파 및 스토리   저는 호남을 고향으로 두고 있지만 노무현 문재인에 이어 추미애까지 민주당 간판으로 대통령이 된다면   그 지긋지긋한 지역주의도 지금보다 훨씬 더 희미해질거라는 생각도 지지의 한 이유이겠습니다.            커리어   커리어에 있어서도   판사 국회의원 당대표 탄핵의 주역 쿠데타 모의 차단         이 정도로 화려한 커리어는 비교 대상을 찾기 힘들다고 봅니다.         다만   당내 경선에서 그녀가 진다면 깨끗히 그 승자에게 지지를 보낼 생각입니다.      당내 경선은 절대 마이너스 게임이 되어서는 안될 것입니다.   시너지 효과를 낼 수 있는 플러스 게임이 되어야 할 것입니다.   그런 의미에서 <다들 좋은 분들이지만 좀 더 나은 분을 가려내는 이벤트>가 되길 희망합니다.      (누나 대선 나오겠다고 빨리 발표해 줘)"	"Topic1"
2391	1	"대선을 지금 시점에서만 계산하면   민주당이 집니다.      선거는 구도 인물 바람..그리고   대통령선거는 시대정신이 무엇이냐가 중요합니다.      정치공학적인 계산만하면   민주당은 현상태론 선거 안해도 집니다.   이 몰아주고   전라도가 또다시 몰표나오고    수도권우위 충청이 반정도는 해줘야 이깁니다.      승리에 필요한 표가 그정도입니다.   지금은 승리공식이 깨져있는 상태입니다.      그렇다면 질까요 알수없겠죠.   선거는 정치공학적으로 돌아가지 않습니다.      차기대선은 대통령 후보가 하는겁니다.   여당후보는 현정부와    어떤방식의 차별화를 하느냐에 따라 성패가 좌우됩니다.   야당후보는 현정부 실책에대한    어떤 대안을 내놓느냐에따라 성패가 좌우됩니다.   그러나 이것도 한 요소일뿐이죠.      아무리 여당과 정부가 미진해도   야당이 대안을 내놓지 못하면    정부실책이 야당에게 마냥 플러스가 되질않습니다.      또한 작용과 반작용이 있는것이죠.   재개발과 재건축 세금완화를 내걸고 대선에 뛰어들면    그걸 반대하는 쪽도 현정부실망과는 별개로 결집합니다.      후보역량이 대선을 좌우하는게 대선 판입니다.   대선은 미래지향 투표입니다.   대선도 심판적요소가 있다지만   문재인대통령님은  탄핵 직후임에도    41프로 얻고 대통령되셨습니다.    온전한 심판선거라면 더 득표하셨어야합니다.   그렇기에 다자구도가 아니였다면    이기더라도 노무현 이회창때같이 됐을겁니다.   저번 대선은 야당쪽에 이회창 이명박 박근혜같이   야권을 전부 결집시킬 인물이 없었기때문입니다.   홍준표 안철수는    야당지지층을 단일정당으로 묶지못했죠.      냉정하게 움직이면서 새선거 승리공식을 찾을때지    예전방식을 답습하면 집니다. 이건 계산해보나마나합니다.      어떤 인물이 야당후보가 될것인가   이게 중요포인트 인물부분이죠.   후보군은 윤석열 홍준표 안철수 원희룡 유승민정도가 있죠.         어떤 구도로 선거구도가 치뤄질것인가는   진보대 보수의 지난 대결구도는 희미해졌습니다.   민주당(민주계열)vs국민의힘(보수계열총합)vs정의당(진보계열)   40대 40대 5는 고정표입니다. 이건 안바뀝니다.   지금의 야권 우위는 나머지 중도층이 야당편이기때문이죠.   그러나 이들은 마음이 잘변합니다.   대선때는 또 다르게 판단합니다.       바람은 대게 어떤 이슈가 선거판을 휩쓰냐죠.   지난지방선거때는 평화바람이 불고   총선때는 코로나가 주요이슈였죠.   서울재보궐은 부동산이였고요.   대선때 야당은 자기들이 승리한 부동산심판론을 내밀겠죠.   여당후보가 무슨 이슈를 선점해 돌파할지는   후보진영의 문제이자 선거 3달전 이슈가 결정지을겁니다.         시대정신 문제는   현정부가 공정과 적폐청산로 집권했습니다.   다음정권으로 넘어가야하는 시점에서    통합과 화해로 가야했는데..애매모호해진 측면이 있죠.   적폐청산이 끝나지도 못했고 중도층은 피로한 상태니   곤혹스럽죠.    그렇다고 이낙연식의 사면론같은 통합은   중도층도 찬성하는게 아니니까요.      공정은 늘 시대정신일테지만   다음 대선에서의 국민이 원하는공정이    무슨 색이냐 어떤 형태의 공정이냐에따라   여당후보가 유리할지 야당후보가 유리할지 정해질겁니다.   그외에는 실용이 대두하지 않을까합니다.   역사는 돌고도니까요.   이건 제 개인생각이니 별 쓸데없는 얘기긴하고요.      민주당이 대선때까진 성과내기 촉박합니다만   대선후보는 아직 시작도 안한게 현 정국입니다.      너무 심한 좌절도 금지입니다.      대선판이 민주당에 유리한적이 없습니다.   불리하던 이유도 매번 다양하게 나타났고 견고해보였죠.   아직 시작하지 않았습니다.   시작도 안한 대선판에 미리 겁먹고 패배를 내면화하지    마시길 바래봅니다."	"Topic1"
2396	1	"제발 좀 6월에 처리합시다. 경선 치르기 전에 해야 합니다      도대체 민주당은 무슨 생각을 하고 있는 겁니까      답답하네요      지금 하지 못하면 다음 정권에도 장담 못합니다."	"Topic1"
2440	1	"이이준석 당대표 여론조사 2위나온 결과에   0선이라고 비웃는 분들이 꽤나 있던데..   과연 누가 파급효과가 클까요   장담하건데..행여나 0선 이이준석 당대표되면   파급효과가 제법 클꺼예요…   언론까지 등에 엎고 정치를 하는데 어떨까요   정치는 시류를 타야하는데…   지금 젊은 남성들의 반폐미기류와 국민의힘 기성정치인에 피로감은 중도와 젊은층에게 꽤나 어필할껄요..      이런 가정까지 해야할정도로.   이낙연 체제동안의 민주당 행보가 너무나도 아쉽네요…."	"Topic1"
2456	1	"일단 다음 대선까지는 다들 예상하시다시피 어렵습니다만   그 이후에는 일반인들도 할 수 있는 일이 있습니다.   원이슈 정치인들이 원래 그런 법이긴 합니다마는   현재 민주당에서 뱃지달고있는 강성 여성계 의원들   (남모 의원 정모 의원 등)   처음부터 지역구에서 국민의힘이랑 싸워서 당선된게 아닙니다.   여성계 카르텔을 통해 비례로 국회입성한 뒤   재선 삼선때나 만만한 지역구 들어가는 구조죠.   지금 당이 페미 못잃는것도 이런 의원들의 영향이 클겁니다.      여기서 당원들이 할 수 있는 일은 비례대표에 대한 감시.   윗순위로 올라온 인원 중 여성단체연합 출신이 있는지   누가 그들을 거기에 앉혀주는지를 지켜보는거죠.   민우회같은곳 회장했다고 거저 뱃지달아주는걸 용인하면   갈수록 당내에 극단주의자들의 영향력이 강해지게 됩니다.   그만큼 대중으로부터 유리되는 셈이죠.      다행인게 진보계 여성단체는 죄 한국여성단체연합 소속이라   여기 인사가 올라오는지만 꾸준히 확인하면 됩니다.   라인이 굉장히 명확해서 알아보고 대처하기도 쉽죠.   이미 뱃지 단 인사를 밀어내는건 굉장히 어렵습니다.   그걸 달게 해주는 카르텔을 격파해 새로 달질 못하게 해야죠."	"Topic1"
2514	1	"역대정부들 중 정권재창출에 성공한 경우는 노태우 김대중 이명박 대통령입니다.   반면 정권재창출에 실패한 경우는 김영삼 노무현 박근혜 대통령이였네요.      정권교체냐 유지냐를 가른 요소는 여러가지입니다.   먼저 대통령의 지지율입니다.   어느대통령이든 임기말엔 지지율이 떨어지고 레임덕이 왔습니다.   정권재창출에 성공한 대통령들은 지지율이 20대 이상이였던 반면 실패한경우는 10대였습니다.   노태우가 있지 않냐고 하시겠지만 노태우의 경우 지지율은 바닥이였지만 김영삼 노무현 대통령에비해 입지는 상대적으로 나았습니다.      대통령의 정치적입지도 중요합니다.   앞에 언급한 노태우대통령의 경우 지지율은 형편없었지만 나라를 무난하게 이끌었고 경제도 괜찮았기에 정권교체 욕구가 낮았습니다.      반면 김영삼대통령의 경우 노동법날치기 IMF등으로 인기가 최악이였고 여당대선주자가 대놓고 비판했을정도죠.   노무현대통령도 임기말 여당의원들이 여기저기서 비판하는등 리더십이 완전히 무너지고말았습니다.   박근혜대통령은 탄핵인용이라는 전대미문의 사태를 초래했죠.      즉 국민들이 정권을 교체한 경우를 보면 나라가 완전히 엉망이 되거나 대통령의 리더십이 완전히 무너졌을때 야당에게 정권을 주었습니다.      그렇다면 문대통령을 보면 어떨까요   갤럽기준 역대 최고의 지지율입니다.   리얼미터등 다른 조사에서도 5년차임에도 지지율이 30중반이 나오고있죠.   사실 부동산 등이 아니였다면 더 높았을것입니다.   부동산문제를 해결못한게 두고두고 발목을 잡고있죠.   젠더문제도 마찬가지고요.      그럼에도 코로나 방역 성공과 거시경제지표 선방 등은 긍정요소입니다.   대선전 집단면역에 도달하면 여당엔 더 유리하죠.      게다가 재보궐이 여당의 참패로 끝났지만 레임덕이 오긴커녕 당내에서 문재인 대통령의 리더십은 굳건합니다.   민주당내에서 누구하나 문재인 대통령을 대놓고 비판하지 않고있죠.   차기대선주자인 이재명지사가 문재인 대통령을 대하는자세만 봐도 문재인 대통령의 리더십이 굳건하죠.      과거 노무현대통령때와 천지차이입니다.      대선주자 지지율을 보면 23위가 여당주자입니다.   1위 윤전총장은 당적이 없죠.   국민의힘당 소속의 대선주자들은 한자리수의 지지율 입니다.   이제까지 보수정당이 이런적은 없었습니다.   누가나오든 일단 1등 먹고 시작했죠.      결국 갤럽의 표를 보면 알 수 있는건 문정부가 정권재창출할 확률이 높다는걸 알 수 있습니다.                   조사 개요 조사기간 2021년 5월 4 6일 표본추출 휴대전화 RDD 표본 프레임에서 무작위 추출(집전화 RDD 15 포함) 응답방식 전화조사원 인터뷰 조사대상 전국 만 18세 이상 1002명 표본오차 ±3.1포인트(95 신뢰수준) 응답률 15(총 통화 6646명 중 1002명 응답 완료) 의뢰처 한국갤럽 자체 조사"	"Topic1"
2530	1	"송영길 대표 체제 이후 처음으로 열린 더불어민주당 의원총회에서 현재 여당이 차지한 국회 법제사법위원장 자리를 야당에 넘기자는 주장이 나왔다.      민주당 관계자에 따르면 10일 오후 국회에서 열린 의총에서 기동민 의원은 “국회 권력을 분산해야 한다”며 “법사위를 포함한 7개 상임위원장을 야당에 다 주자”는 취지의 주장을 폈다. 그러면서 기 의원은 “예전 우리 국회의 관행대로 법사위는 야당 몫이다. 우리가 변화된 모습을 국민께 보여드려야 한다”며 “정 안되면 패스트트랙(신속처리안건)에 법안을 태우면 되니 버리면서 얻자”고 말했다고 한다.      이어 발언에 나선 윤후덕 의원도 “법사위가 뭐가 중요하냐. 내년 대선이 더 중요하다. 대선에서 이기려면 우클릭할 건 해야 한다”며 기 의원 주장에 힘을 보탰다고 한다.      (후략)         httpsnews.v.daum.netv         육성으로 욕나올뻔했네요       180석 이후 국민의힘당하자는데로      언론이 하자는데로 했는결과가      재보선 참패아닌가요......      국민들 원하는게 상임위 넘겨주고 적폐세력과 협치하자는걸로 보이나요....."	"Topic1"
2537	1	"민주당에서 대표적인 아니 아예 대놓고    반노반문을 지향하고 악의적 이빨을 드러내는 곳이...   민평련계 동교동계인데...      기동민은 그 민평련계의 대표주자 중 한명이죠.      계파 색채가 드문 더민당 내에서도대놓고 계파 정치활동하는 유일한 집단입니다.      .      얘들은 예전 대선경선에서.... 손학규 밀었습니다. 단체로 제정신이 아니죠.      ."	"Topic1"
2549	1	"메갈  워마드  페미 아웃   민주당 제발 정신처려...   법사위 누구맘대로   민주당 대선 후보는 원칙대로   집값 제발..좀      이정도 인가요      제발 밀어주는 민주당 정치인들...    민심좀 둘러보고 집토끼들 단속하세요   조중동 민심말고...    집토끼들 민심말이에요.      집토끼도 못지키면서 저짝 지지자들.. 심지어 중도까지 무슨 수로 잡나요   집토끼 다 뛰쳐나가고 새 토끼 키울겁니까      제발 집토끼 부터 잡게...      대선후보 원칙대로 뽑고..   집안단속 하고..   원팀으로 가야죠      게시판 보고 있자니..답답하네요."	"Topic1"
